state,pct_difference,state_round1_rec
VA,25.1004181960525,Recieved stimulus
VA,115.122625277214,Recieved stimulus
VA,27.0277583453228,Recieved stimulus
VA,58.0317970251993,Recieved stimulus
VA,34.5115839995949,Recieved stimulus
VA,131.889978590638,Recieved stimulus
VA,62.0549208900884,Recieved stimulus
VA,50.6264851202141,Recieved stimulus
VA,26.5139270203641,Recieved stimulus
VA,46.1710351388947,Recieved stimulus
VA,67.2376357271515,Recieved stimulus
VA,70.0783635776347,Recieved stimulus
VA,59.3798745883681,Recieved stimulus
VA,67.0459075174404,Recieved stimulus
VA,113.948099935014,Recieved stimulus
VA,123.996295763865,Recieved stimulus
VA,160.411038779954,Recieved stimulus
VA,100.606995318094,Recieved stimulus
VA,78.3653073783624,Recieved stimulus
VA,124.646799219119,Recieved stimulus
VA,80.9809495150403,Recieved stimulus
VA,65.7976403211875,Recieved stimulus
VA,-9.73642392422609,Recieved stimulus
VA,65.5339009587999,Recieved stimulus
VA,94.5811316574334,Recieved stimulus
VA,60.8675795927123,Recieved stimulus
VA,48.4475286030936,Recieved stimulus
VA,72.4069220663348,Recieved stimulus
VA,50.9125489667386,Recieved stimulus
VA,46.2313419669007,Recieved stimulus
VA,33.2250184273269,Recieved stimulus
VA,51.3478298151793,Recieved stimulus
VA,51.1791384292342,Recieved stimulus
VA,49.2430554690302,Recieved stimulus
VA,61.7622578285437,Recieved stimulus
VA,53.6349616968527,Recieved stimulus
VA,51.1594007810403,Recieved stimulus
VA,41.6770985539895,Recieved stimulus
VA,49.5610054592071,Recieved stimulus
VA,108.735911835447,Recieved stimulus
VA,50.8969755631803,Recieved stimulus
VA,49.4251519461975,Recieved stimulus
VA,40.0570848412505,Recieved stimulus
VA,46.1095149063749,Recieved stimulus
VA,68.8631670302759,Recieved stimulus
VA,78.7160686259152,Recieved stimulus
VA,40.9487426905721,Recieved stimulus
VA,59.3742657439814,Recieved stimulus
VA,52.9192299154459,Recieved stimulus
VA,90.3604702286878,Recieved stimulus
VA,71.4797330294644,Recieved stimulus
VA,32.1418455169408,Recieved stimulus
VA,59.3272223783628,Recieved stimulus
VA,62.3214475353307,Recieved stimulus
VA,61.4781246607525,Recieved stimulus
VA,99.5241340722166,Recieved stimulus
VA,58.452700070413,Recieved stimulus
VA,58.3177751162463,Recieved stimulus
VA,60.9746156750993,Recieved stimulus
VA,91.57047285228,Recieved stimulus
VA,63.0681934436424,Recieved stimulus
VA,56.1429254581215,Recieved stimulus
VA,77.019615863209,Recieved stimulus
VA,56.0753260735779,Recieved stimulus
VA,64.4781296956109,Recieved stimulus
VA,73.0294716980872,Recieved stimulus
VA,52.0006033400908,Recieved stimulus
VA,75.569661989843,Recieved stimulus
VA,110.193538286922,Recieved stimulus
VA,43.8715224764254,Recieved stimulus
VA,57.0532462219226,Recieved stimulus
VA,87.3215244006223,Recieved stimulus
VA,59.0347461286451,Recieved stimulus
VA,43.9899453718421,Recieved stimulus
VA,93.5035098122616,Recieved stimulus
VA,72.8262175516911,Recieved stimulus
VA,56.7225980614738,Recieved stimulus
VA,54.2477171658681,Recieved stimulus
VA,86.3959391137106,Recieved stimulus
VA,56.7819783479261,Recieved stimulus
VA,109.754722569919,Recieved stimulus
VA,66.3956708271129,Recieved stimulus
VA,70.6317229072275,Recieved stimulus
VA,57.2702504550343,Recieved stimulus
VA,96.0010255641208,Recieved stimulus
VA,74.0223260719276,Recieved stimulus
VA,-8.35552128345775,Recieved stimulus
VA,-62.2784077400949,Recieved stimulus
VA,13.8665558856542,Recieved stimulus
VA,114.615503210245,Recieved stimulus
VA,42.8300860023571,Recieved stimulus
VA,53.7223575582268,Recieved stimulus
VA,91.054680537706,Recieved stimulus
VA,65.7712813223993,Recieved stimulus
VA,36.4065895131136,Recieved stimulus
VA,64.993016211805,Recieved stimulus
VA,66.0685645698594,Recieved stimulus
VA,48.1801051958329,Recieved stimulus
VA,-3.22165333174112,Recieved stimulus
VA,36.1451115620537,Recieved stimulus
VA,78.6443194092749,Recieved stimulus
VA,96.611849977777,Recieved stimulus
VA,78.5360706676394,Recieved stimulus
VA,49.1977688921344,Recieved stimulus
VA,63.0383513866964,Recieved stimulus
VA,92.0404696344075,Recieved stimulus
VA,72.7949002578666,Recieved stimulus
VA,28.706171040776,Recieved stimulus
VA,78.3174960246236,Recieved stimulus
VA,77.7686667379704,Recieved stimulus
VA,45.0265935036782,Recieved stimulus
VA,58.8394985501716,Recieved stimulus
VA,47.129990462024,Recieved stimulus
VA,56.9583350836239,Recieved stimulus
VA,57.8922900097973,Recieved stimulus
VA,64.4113700233714,Recieved stimulus
VA,-60.3650043253411,Recieved stimulus
VA,64.0256449256854,Recieved stimulus
VA,71.7583360463228,Recieved stimulus
VA,53.3393706685054,Recieved stimulus
VA,45.9736646479193,Recieved stimulus
VA,38.8222940474422,Recieved stimulus
VA,39.8668954033067,Recieved stimulus
VA,49.5058984669139,Recieved stimulus
VA,77.0176115593032,Recieved stimulus
VA,82.4410278777305,Recieved stimulus
VA,134.651823408474,Recieved stimulus
VA,79.5509215681542,Recieved stimulus
VA,72.4550704626905,Recieved stimulus
VA,108.143964944756,Recieved stimulus
VA,68.9267880401276,Recieved stimulus
VA,68.8831184425799,Recieved stimulus
VA,48.7644910486682,Recieved stimulus
VA,90.8005819081547,Recieved stimulus
VA,47.6201115948417,Recieved stimulus
VA,94.7469404525672,Recieved stimulus
VA,65.6032142891887,Recieved stimulus
VA,50.5426493947007,Recieved stimulus
VA,68.3771296638723,Recieved stimulus
VA,46.3868719584626,Recieved stimulus
VA,42.7224572114668,Recieved stimulus
VA,26.4243343202844,Recieved stimulus
VA,-13.7033992129523,Recieved stimulus
VA,71.5290571588519,Recieved stimulus
VA,21.214656856543,Recieved stimulus
VA,64.922089528123,Recieved stimulus
VA,54.1898869852192,Recieved stimulus
VA,36.0059352640273,Recieved stimulus
VA,97.2311586687809,Recieved stimulus
VA,65.7461104654858,Recieved stimulus
VA,-81.1160617041922,Recieved stimulus
VA,-75.4453614893837,Recieved stimulus
VA,60.2437334427802,Recieved stimulus
VA,54.5511670319906,Recieved stimulus
VA,111.529692400959,Recieved stimulus
VA,60.28493052653,Recieved stimulus
VA,58.5118925137133,Recieved stimulus
VA,-10.3790945896209,Recieved stimulus
VA,69.9475799754458,Recieved stimulus
VA,67.9494933941185,Recieved stimulus
VA,64.1092388106634,Recieved stimulus
VA,45.1925405988824,Recieved stimulus
VA,61.7109910440311,Recieved stimulus
VA,67.9460184203387,Recieved stimulus
VA,27.1971365131427,Recieved stimulus
VA,28.1869286368398,Recieved stimulus
VA,77.733381553466,Recieved stimulus
VA,29.3825709716467,Recieved stimulus
VA,55.808100179896,Recieved stimulus
VA,32.3412205110011,Recieved stimulus
VA,94.0805782785777,Recieved stimulus
VA,72.439129169496,Recieved stimulus
VA,53.2608101317239,Recieved stimulus
VA,44.7076405028651,Recieved stimulus
VA,24.147853069393,Recieved stimulus
VA,-132.931089904041,Recieved stimulus
VA,46.3744128078656,Recieved stimulus
VA,-85.3246658919233,Recieved stimulus
VA,73.6986882775377,Recieved stimulus
VA,-27.4880400994178,Recieved stimulus
VA,15.4157188037508,Recieved stimulus
VA,91.2124317424704,Recieved stimulus
VA,-96.3088285234396,Recieved stimulus
VA,81.4823653429927,Recieved stimulus
VA,12.1306241606041,Recieved stimulus
VA,67.3701504656061,Recieved stimulus
VA,69.1949001732583,Recieved stimulus
VA,93.9028612067969,Recieved stimulus
VA,6.14966998625198,Recieved stimulus
VA,90.6323796043586,Recieved stimulus
VA,25.624782451466,Recieved stimulus
VA,74.9082570382042,Recieved stimulus
VA,74.5398242394847,Recieved stimulus
VA,60.2887970842294,Recieved stimulus
VA,33.098611411434,Recieved stimulus
VA,87.2771458775965,Recieved stimulus
VA,-15.8397670532025,Recieved stimulus
VA,7.71665845106752,Recieved stimulus
VA,58.8258539356368,Recieved stimulus
VA,5.30012937733899,Recieved stimulus
VA,140.361384716755,Recieved stimulus
VA,68.884505549504,Recieved stimulus
VA,29.1298837806647,Recieved stimulus
VA,-27.2774636832107,Recieved stimulus
VA,51.9411971953801,Recieved stimulus
VA,63.1170984329164,Recieved stimulus
VA,48.751362372604,Recieved stimulus
VA,68.6062979902318,Recieved stimulus
VA,52.4577969879347,Recieved stimulus
VA,56.5383878802741,Recieved stimulus
VA,105.488289673789,Recieved stimulus
VA,74.0317064614994,Recieved stimulus
VA,10.6429876413072,Recieved stimulus
VA,51.2319849705059,Recieved stimulus
VA,56.2922556170542,Recieved stimulus
VA,124.521079861917,Recieved stimulus
VA,31.5518909888132,Recieved stimulus
VA,27.9318738805216,Recieved stimulus
VA,88.0471262938878,Recieved stimulus
VA,71.2990355742977,Recieved stimulus
VA,91.9348591740479,Recieved stimulus
VA,88.2466587159527,Recieved stimulus
VA,30.3821557597831,Recieved stimulus
VA,74.4417376758675,Recieved stimulus
VA,58.9318346528038,Recieved stimulus
VA,16.7322816324631,Recieved stimulus
VA,-24.31841472687,Recieved stimulus
VA,10.5767254592682,Recieved stimulus
VA,34.0006141228444,Recieved stimulus
VA,113.677407186617,Recieved stimulus
VA,119.009856505837,Recieved stimulus
VA,118.632012672567,Recieved stimulus
VA,28.3659463971065,Recieved stimulus
VA,79.7610019755496,Recieved stimulus
VA,8.11615481871202,Recieved stimulus
VA,53.8527255982123,Recieved stimulus
VA,-8.39990745403324,Recieved stimulus
VA,-41.6946143223515,Recieved stimulus
VA,68.7900290680593,Recieved stimulus
VA,21.523081387382,Recieved stimulus
VA,78.7649810648251,Recieved stimulus
VA,15.2215794315002,Recieved stimulus
VA,-82.8917264849715,Recieved stimulus
VA,74.0029254609407,Recieved stimulus
VA,67.7610452916699,Recieved stimulus
VA,58.296159012142,Recieved stimulus
VA,12.5361451061717,Recieved stimulus
VA,149.735136136322,Recieved stimulus
VA,65.0395578194429,Recieved stimulus
VA,54.0064025810378,Recieved stimulus
VA,77.2910206640477,Recieved stimulus
VA,95.6846590335413,Recieved stimulus
VA,62.6486384819544,Recieved stimulus
VA,116.967723287407,Recieved stimulus
VA,16.8471764082007,Recieved stimulus
VA,130.634875035909,Recieved stimulus
VA,33.1074509176056,Recieved stimulus
VA,74.4024698303402,Recieved stimulus
VA,67.6867515216972,Recieved stimulus
VA,83.1238623558984,Recieved stimulus
VA,18.1353761370507,Recieved stimulus
VA,79.2183593715317,Recieved stimulus
VA,73.4978371190362,Recieved stimulus
VA,55.3834953558572,Recieved stimulus
VA,77.9819415320996,Recieved stimulus
VA,63.7591979278083,Recieved stimulus
VA,42.2479116789937,Recieved stimulus
VA,22.9168709885837,Recieved stimulus
VA,65.5641054003946,Recieved stimulus
VA,84.4474886538373,Recieved stimulus
VA,64.8929776408432,Recieved stimulus
VA,93.042398981072,Recieved stimulus
VA,94.8856753405143,Recieved stimulus
VA,19.5900686366507,Recieved stimulus
VA,-0.638106560501125,Recieved stimulus
VA,72.2172123473781,Recieved stimulus
VA,78.1780861566405,Recieved stimulus
VA,86.5234304817852,Recieved stimulus
VA,83.6248483532977,Recieved stimulus
VA,63.0479110450076,Recieved stimulus
VA,43.6424001860889,Recieved stimulus
VA,42.2781097870712,Recieved stimulus
VA,110.807301303227,Recieved stimulus
VA,-15.0649517331158,Recieved stimulus
VA,34.8861176132233,Recieved stimulus
VA,84.1469107769503,Recieved stimulus
VA,76.7381533056727,Recieved stimulus
VA,2.44984827312009,Recieved stimulus
VA,70.2584890879221,Recieved stimulus
VA,22.5049654286696,Recieved stimulus
VA,107.969978796684,Recieved stimulus
VA,52.3213028177733,Recieved stimulus
VA,70.8703432918437,Recieved stimulus
VA,74.0354002979233,Recieved stimulus
VA,62.3576812682744,Recieved stimulus
VA,81.2498285057059,Recieved stimulus
VA,56.7216122343606,Recieved stimulus
VA,58.5177663403967,Recieved stimulus
VA,76.2422061834582,Recieved stimulus
VA,72.8214524041114,Recieved stimulus
VA,15.103087561936,Recieved stimulus
VA,59.9158242820122,Recieved stimulus
VA,31.2987831749114,Recieved stimulus
VA,81.5628691925385,Recieved stimulus
VA,15.8772205758183,Recieved stimulus
VA,83.4046658365065,Recieved stimulus
VA,58.4819927463916,Recieved stimulus
VA,22.8838462509999,Recieved stimulus
VA,33.1369041355362,Recieved stimulus
VA,32.5108504809155,Recieved stimulus
VA,128.94491345822,Recieved stimulus
VA,16.5453863465866,Recieved stimulus
VA,72.0075180237519,Recieved stimulus
VA,72.5461990690562,Recieved stimulus
VA,44.8789825221055,Recieved stimulus
VA,38.2651916263811,Recieved stimulus
VA,62.3471148908671,Recieved stimulus
VA,121.325446275994,Recieved stimulus
VA,61.6429164713907,Recieved stimulus
VA,28.6931929179177,Recieved stimulus
VA,116.951292088903,Recieved stimulus
VA,90.3889627833823,Recieved stimulus
VA,66.6052914037557,Recieved stimulus
VA,75.3336545139614,Recieved stimulus
VA,-60.0142294827491,Recieved stimulus
VA,55.6537111909887,Recieved stimulus
VA,88.5553824900056,Recieved stimulus
VA,102.936548775902,Recieved stimulus
VA,63.2479924098104,Recieved stimulus
VA,0.824345032203764,Recieved stimulus
VA,59.1518597006436,Recieved stimulus
VA,108.519223544539,Recieved stimulus
VA,45.3419969935613,Recieved stimulus
VA,71.5396776993694,Recieved stimulus
VA,72.94195691908,Recieved stimulus
VA,34.2257834375445,Recieved stimulus
VA,72.9013617454498,Recieved stimulus
VA,115.053109516407,Recieved stimulus
VA,45.4691812327507,Recieved stimulus
VA,21.3286755919721,Recieved stimulus
VA,-22.2676968169825,Recieved stimulus
VA,110.762510089053,Recieved stimulus
VA,-83.2236468852831,Recieved stimulus
VA,52.5665726941863,Recieved stimulus
VA,33.0956360433584,Recieved stimulus
VA,56.7778574567998,Recieved stimulus
VA,89.2384025803393,Recieved stimulus
VA,43.3791591349075,Recieved stimulus
VA,101.382690411664,Recieved stimulus
VA,43.0781636265539,Recieved stimulus
VA,-112.599646750925,Recieved stimulus
VA,79.867176431601,Recieved stimulus
VA,92.4171813947944,Recieved stimulus
VA,50.5585419981361,Recieved stimulus
VA,89.3652216736328,Recieved stimulus
VA,57.0330482525605,Recieved stimulus
WV,87.5899378547766,Recieved stimulus
WV,126.917733638719,Recieved stimulus
WV,65.3009779159324,Recieved stimulus
WV,73.6303661161822,Recieved stimulus
WV,39.5174418360093,Recieved stimulus
WV,42.5693191544387,Recieved stimulus
WV,82.0886655437282,Recieved stimulus
WV,-30.9906505909392,Recieved stimulus
WV,91.9776667646194,Recieved stimulus
WV,-66.6699332874373,Recieved stimulus
WV,12.1451914681302,Recieved stimulus
WV,12.8091845751053,Recieved stimulus
WV,41.2328482867741,Recieved stimulus
WV,-10.3090070794371,Recieved stimulus
WV,96.245749896267,Recieved stimulus
WV,56.0964672075891,Recieved stimulus
WV,46.1505647094182,Recieved stimulus
WV,84.7599614227318,Recieved stimulus
WV,92.8116601567046,Recieved stimulus
WV,-10.5630679512706,Recieved stimulus
WV,155.255186362594,Recieved stimulus
WV,47.1663544739713,Recieved stimulus
WV,47.9553487806757,Recieved stimulus
WV,44.3043975658641,Recieved stimulus
WV,58.6194805780921,Recieved stimulus
WV,34.1202093124181,Recieved stimulus
WV,0.577546332269966,Recieved stimulus
WV,85.8538452015172,Recieved stimulus
WV,15.416995627594,Recieved stimulus
WV,107.355593308939,Recieved stimulus
WV,21.6872687900388,Recieved stimulus
WV,60.8023565100789,Recieved stimulus
WV,95.9702469057737,Recieved stimulus
WV,59.455473633309,Recieved stimulus
WV,36.8448244383932,Recieved stimulus
WV,107.125024637015,Recieved stimulus
WV,94.9242143792833,Recieved stimulus
WV,84.2536037576259,Recieved stimulus
WV,18.4431189488244,Recieved stimulus
WV,31.1610549645934,Recieved stimulus
WV,38.319546398764,Recieved stimulus
WV,109.983137056918,Recieved stimulus
WV,-73.7065933465884,Recieved stimulus
WV,53.3588200398526,Recieved stimulus
WV,56.4396635852085,Recieved stimulus
WV,104.081214133163,Recieved stimulus
WV,42.9187471629596,Recieved stimulus
WV,52.4823817673965,Recieved stimulus
WV,30.3861585145469,Recieved stimulus
